FECHA,HORA UTC,TIPO_SISMO,LATITUD,LONGITUD,PROFUNDIDAD,MAGNITUD ML,MAGNITUD MW,AGENCIA,NUMERO_DE_ESTACIONES,NOMBRE_SFILE,NOMBRE_FORMA_ONDA,DEPARTMENTO,MUNICIPIO,RMS,ERROR_LATITUD,ERROR_LONGITUD,ERROR_PROFUNDIDAD,GAP
01/01/2015 12:00:00 AM,07:29:30,L ,6.675,-73.567999999999998,109.6,0.7,NA, RSN,4,01-0729-30L.S201501,2015-01-01-0727-35M.COL___277,SANTANDER,EL CARMEN,0.2,3.9,3.2,6.2,121
01/01/2015 12:00:00 AM,07:33:41,L ,6.757,-73.168000000000006,149.80000000000001,1.1,NA, RSN,4,01-0733-41L.S201501,2015-01-01-0727-35M.COL___277,SANTANDER,LOS SANTOS,0.2,4.5,4.3,4.5,232
01/01/2015 12:00:00 AM,07:35:12,L ,6.449,-73.77,95.9,1,NA, RSN,4,01-0735-12L.S201501,2015-01-01-0727-35M.COL___277,SANTANDER,SANTA HELENA DEL OPON,0.3,4.1,3.1,7.5,149
01/01/2015 12:00:00 AM,07:38:43,L ,6.86,-75.299000000000007,14.6,1.1,NA, RSN,7,01-0738-43L.S201501,2015-01-01-0727-35M.COL___277,ANTIOQUIA,ANGOSTURA,0.6,2.8,3.6,9.300000000000001,88
01/01/2015 12:00:00 AM,07:55:42,L ,6.52,-73.212999999999994,165.3,1.3,NA, RSN,6,01-0755-42L.S201501,2015-01-01-0747-40M.COL___274,SANTANDER,PINCHOTE,0.7,10,12.7,11.9,145
01/01/2015 12:00:00 AM,08:17:10,L ,6.896,-73.200999999999993,136,2.1,NA, RSN,20,01-0817-10L.S201501,2015-01-01-0807-35M.COL___277,SANTANDER,BETULIA,0.8,3.8,4.3,7.5,65
01/01/2015 12:00:00 AM,09:05:08,L ,6.798,-73.173000000000002,149.4,1.3,NA, RSN,6,01-0905-08L.S201501,2015-01-01-0857-39M.COL___277,SANTANDER,LOS SANTOS,0.3,4.3,5.2,6.2,198
01/01/2015 12:00:00 AM,09:22:49,L ,5.645,-74.016999999999996,106.7,1.7,NA, RSN,8,01-0922-49L.S201501,2015-01-01-0917-42M.COL___277,BOYACA,PAUNA,0.3,2.5,2.3,5,100
01/01/2015 12:00:00 AM,09:25:36,L ,6.739,-73.143000000000001,144.19999999999999,0.9,NA, RSN,4,01-0925-36L.S201501,2015-01-01-0917-42M.COL___277,SANTANDER,LOS SANTOS,0.3,5.7,5.5,5.8,233
01/01/2015 12:00:00 AM,09:31:56,L ,5.732,-72.596999999999994,3.1,2.2,NA, RSN,13,01-0931-56L.S201501,2015-01-01-0927-38M.COL___277,BOYACA,PISVA,0.7,3,3.7,6.3,114
01/01/2015 12:00:00 AM,09:38:50,L ,6.155,-73.763000000000005,100.2,1.1,NA, RSN,7,01-0938-50L.S201501,2015-01-01-0937-46M.COL___277,SANTANDER,LANDAZURI,0.5,5.6,4.6,11.6,131
01/01/2015 12:00:00 AM,09:41:26,L ,6.7,-73.204999999999998,139.5,1.2,NA, RSN,5,01-0941-26L.S201501,2015-01-01-0937-46M.COL___277,SANTANDER,VILLANUEVA,0.4,7.6,7.2,7.7,220
01/01/2015 12:00:00 AM,11:34:30,L ,4.231,-75.311999999999998,13.6,0.1,NA, RSN,4,01-1134-30L.S201501,2015-01-01-1128-08M.COL___280,TOLIMA,ROVIRA,0.1,0.9,1.8,6.8,170
01/01/2015 12:00:00 AM,12:33:56,L ,8.134,-73.676000000000002,110.9,2.1,NA, RSN,9,01-1233-56L.S201501,2015-01-01-1228-15M.COL___280,CESAR,AGUACHICA,0.5,4,4.6,8.5,104
01/01/2015 12:00:00 AM,12:42:30,L ,6.985,-73.540000000000006,108.6,1.4,NA, RSN,5,01-1242-30L.S201501,2015-01-01-1238-13M.COL___280,SANTANDER,SAN VICENTE DE CHUCURI,0.4,4.4,4.4,6.9,154
01/01/2015 12:00:00 AM,13:02:08,L ,4.343,-76.144000000000005,119.5,1.6,NA, RSN,5,01-1302-08L.S201501,2015-01-01-1258-13M.COL___280,VALLE DEL CAUCA,BOLIVAR,0.4,5.5,5,8.300000000000001,137
01/01/2015 12:00:00 AM,13:33:45,L ,6.836,-73.147000000000006,146.5,2,NA, RSN,12,01-1333-45L.S201501,2015-01-01-1328-21M.COL___280,SANTANDER,LOS SANTOS,0.5,3.7,5.3,6.9,201
01/01/2015 12:00:00 AM,14:09:17,L ,6.773,-73.084000000000003,150.5,2.3,NA, RSN,7,01-1409-17L.S201501,2015-01-01-1408-18M.COL___280,SANTANDER,LOS SANTOS,0.3,4,5.8,5.2,146
01/01/2015 12:00:00 AM,14:13:21,L ,5.282,-73.742000000000004,150.5,2.9,3.2, RSN,25,01-1413-21L.S201501,2015-01-01-1408-18M.COL___280,CUNDINAMARCA,LENGUAZAQUE,0.5,2.5,2.6,5.3,64
01/01/2015 12:00:00 AM,14:24:46,L ,5.631,-73.984999999999999,113.7,2.3,NA, RSN,14,01-1424-46L.S201501,2015-01-01-1418-18M.COL___280,BOYACA,PAUNA,0.4,2.4,2.9,5.4,92
01/01/2015 12:00:00 AM,14:44:22,L ,6.397,-74.495000000000005,58.2,2.1,NA, RSN,11,01-1444-22L.S201501,2015-01-01-1438-16M.COL___280,ANTIOQUIA,PUERTO BERRIO,0.3,1.9,1.8,4.5,64
01/01/2015 12:00:00 AM,15:39:44,L ,6.816,-73.143000000000001,158,1.6,NA, RSN,6,01-1539-44L.S201501,2015-01-01-1538-16M.COL___280,SANTANDER,LOS SANTOS,0.4,6.2,5.2,9.4,245
01/01/2015 12:00:00 AM,15:43:35,L ,4.357,-76.936999999999998,16.899999999999999,1.7,NA, RSN,6,01-1543-35L.S201501,2015-01-01-1538-16M.COL___280,CHOCO,SIPI,0.6,4.9,4,6.5,162
01/01/2015 12:00:00 AM,16:51:43,L ,4.354,-75.92,159.4,1.8,NA, RSN,10,01-1651-43L.S201501,2015-01-01-1648-14M.COL___280,VALLE DEL CAUCA,SEVILLA,0.4,3.7,7,7.2,98
01/01/2015 12:00:00 AM,17:23:29,L ,6.068,-73.605000000000004,129.4,1.4,NA, RSN,5,01-1723-29L.S201501,2015-01-01-1718-19M.COL___280,SANTANDER,CHIPATA,0.4,7.1,5.5,10.1,209
01/01/2015 12:00:00 AM,17:31:30,L ,6.78,-73.168000000000006,150.69999999999999,1.7,NA, RSN,6,01-1731-30L.S201501,2015-01-01-1728-15M.COL___280,SANTANDER,LOS SANTOS,0.4,5.9,7,8.5,198
01/01/2015 12:00:00 AM,17:33:47,L ,6.272,-73.506,121.1,1.5,NA, RSN,5,01-1733-47L.S201501,2015-01-01-1728-15M.COL___280,SANTANDER,EL GUACAMAYO,0.5,8.699999999999999,6.6,9.300000000000001,241
01/01/2015 12:00:00 AM,17:41:18,L ,6.781,-73.144999999999996,148.4,1.7,NA, RSN,7,01-1741-18L.S201501,2015-01-01-1738-20M.COL___280,SANTANDER,LOS SANTOS,0.5,5.3,6.8,8.1,201
01/01/2015 12:00:00 AM,17:54:26,L ,6.99,-76.132000000000005,0,1.8,NA, RSN,7,01-1754-26L.S201501,2015-01-01-1748-16M.COL___280,ANTIOQUIA,URAMITA,0.5,2.9,5.1,8.800000000000001,116
01/01/2015 12:00:00 AM,18:47:22,L ,7.528,-75.087000000000003,51.9,3.1,3.1, RSN,16,01-1847-22L.S201501,2015-01-01-1846-57M.COL___274,ANTIOQUIA,ZARAGOZA,0.5,2.6,2.9,5.1,64
01/01/2015 12:00:00 AM,19:40:43,L ,6.819,-73.138999999999996,153.69999999999999,2.1,NA, RSN,13,01-1940-43L.S201501,2015-01-01-1938-17M.COL___280,SANTANDER,LOS SANTOS,0.5,4,4.9,6.5,136
01/01/2015 12:00:00 AM,20:24:12,L ,6.784,-73.116,148.19999999999999,1.3,NA, RSN,6,01-2024-12L.S201501,2015-01-01-2017-44M.COL___280,SANTANDER,LOS SANTOS,0.4,5.4,5.8,6.9,203
01/01/2015 12:00:00 AM,21:55:06,L ,6.801,-73.153000000000006,152.5,1.4,NA, RSN,6,01-2155-06L.S201501,2015-01-01-2147-46M.COL___280,SANTANDER,LOS SANTOS,0.4,4.6,5.1,7.1,136
01/01/2015 12:00:00 AM,22:18:20,L ,11.737,-73.319000000000003,18.600000000000001,2.4,NA, RSN,6,01-2218-20L.S201501,2015-01-01-2207-50M.COL___277,LA GUAJIRA,RIOHACHA,0.3,5.8,2.7,3.8,272
01/01/2015 12:00:00 AM,22:25:38,L ,4.733,-74.747,4,1.6,NA, RSN,12,01-2225-38L.S201501,2015-01-01-2217-48M.COL___277,TOLIMA,AMBALEMA,0.4,1.9,2.1,4,116
01/01/2015 12:00:00 AM,22:33:11,L ,6.875,-73.596000000000004,20.9,1.1,NA, RSN,4,01-2233-11L.S201501,2015-01-01-2227-43M.COL___277,SANTANDER,SAN VICENTE DE CHUCURI,0.3,2.8,3,3.7,179
01/01/2015 12:00:00 AM,23:00:39,L ,7.519,-73.802000000000007,90.7,1.3,NA, RSN,4,01-2300-39L.S201501,2015-01-01-2257-50M.COL___277,BOLIVAR,SAN PABLO,0.2,2.2,4,5.8,179
01/01/2015 12:00:00 AM,23:21:27,L ,6.41,-73.338999999999999,129.19999999999999,1.6,NA, RSN,8,01-2321-27L.S201501,2015-01-01-2317-47M.COL___277,SANTANDER,SIMACOTA,0.3,3.1,4.2,6.1,182
01/01/2015 12:00:00 AM,23:54:27,L ,6.803,-73.152000000000001,148,1.8,NA, RSN,12,01-2354-27L.S201501,2015-01-01-2347-46M.COL___277,SANTANDER,LOS SANTOS,0.4,2.7,3.4,4.9,136
01/02/2015 12:00:00 AM,00:45:25,L ,7.429,-76.11,4,2.1,NA, RSN,9,02-0045-25L.S201501,2015-01-02-0037-48M.COL___277,ANTIOQUIA,MUTATA,0.5,3.3,3,6,160
01/02/2015 12:00:00 AM,01:30:59,L ,6.678,-73.222999999999999,147.1,1,NA, RSN,4,02-0130-59L.S201501,2015-01-02-0127-36M.COL___277,SANTANDER,BARICHARA,0.5,10.4,11.2,12.7,203
01/02/2015 12:00:00 AM,01:33:09,L ,6.737,-73.221999999999994,141.5,1.2,NA, RSN,5,02-0133-09L.S201501,2015-01-02-0127-36M.COL___277,SANTANDER,VILLANUEVA,0.4,5.2,6.6,6.7,217
01/02/2015 12:00:00 AM,02:40:13,L ,5.692,-78.075999999999993,32.1,2.1,NA, RSN,9,02-0240-12L.S201501,2015-01-02-0237-46M.COL___277,CHOCO,NUQUI,0.6,3.3,9,18.3,214
01/02/2015 12:00:00 AM,03:01:25,L ,4.478,-75.686000000000007,4.1,1.1,NA, RSN,8,02-0301-25L.S201501,2015-01-02-0257-43M.COL___277,QUINDIO,ARMENIA,0.5,2.4,2.1,5.7,91
01/02/2015 12:00:00 AM,03:12:55,L ,7.004,-76.144000000000005,0,1.4,NA, RSN,6,02-0312-55L.S201501,2015-01-02-0307-43M.COL___277,ANTIOQUIA,URAMITA,0.8,4.6,8.1,13.8,118
01/02/2015 12:00:00 AM,03:16:07,L ,6.803,-73.138999999999996,139.1,1.9,NA, RSN,14,02-0316-07L.S201501,2015-01-02-0307-43M.COL___277,SANTANDER,LOS SANTOS,0.7,5,4.7,8.4,130
01/02/2015 12:00:00 AM,03:33:36,L ,6.849,-73.119,144.5,1.5,NA, RSN,8,02-0333-36L.S201501,2015-01-02-0327-46M.COL___277,SANTANDER,LOS SANTOS,0.6,6.9,7.4,10.5,244
01/02/2015 12:00:00 AM,03:38:52,L ,8.651,-77.281999999999996,45.9,1.8,NA, RSN,5,02-0338-52L.S201501,2015-01-02-0327-46M.COL___277,CHOCO,ACANDI,0.3,12.4,5.7,11.2,179
01/02/2015 12:00:00 AM,04:04:54,L ,6.759,-73.168999999999997,140.30000000000001,1.4,NA, RSN,5,02-0404-54L.S201501,2015-01-02-0357-44M.COL___277,SANTANDER,LOS SANTOS,0.4,6.3,6.8,8.1,232
01/02/2015 12:00:00 AM,04:05:19,L ,6.764,-73.052000000000007,160.4,1.4,NA, RSN,5,02-0405-19L.S201501,2015-01-02-0357-44M.COL___277,SANTANDER,LOS SANTOS,0.7,12,13.8,19.2,245
01/02/2015 12:00:00 AM,04:33:16,L ,6.831,-73.186000000000007,144.5,1.4,NA, RSN,6,02-0433-16L.S201501,2015-01-02-0427-44M.COL___277,SANTANDER,ZAPATOCA,0.7,7.5,9,11.6,130
01/02/2015 12:00:00 AM,04:37:19,L ,7.204,-74.738,4,1,NA, RSN,4,02-0437-19L.S201501,2015-01-02-0427-44M.COL___277,ANTIOQUIA,SEGOVIA,0.6,4.9,6.2,9.9,173
01/02/2015 12:00:00 AM,04:48:18,L ,6.805,-73.132000000000005,141.6,1.9,NA, RSN,9,02-0448-18L.S201501,2015-01-02-0437-48M.COL___277,SANTANDER,LOS SANTOS,0.6,4.9,5.1,9.199999999999999,113
01/02/2015 12:00:00 AM,04:59:36,L ,6.994,-76.14,0,1.5,NA, RSN,6,02-0459-36L.S201501,2015-01-02-0457-49M.COL___277,ANTIOQUIA,URAMITA,0.4,2.5,4.5,7.6,115
01/02/2015 12:00:00 AM,06:06:45,L ,6.907,-76.135999999999996,0,1.3,NA, RSN,6,02-0606-45L.S201501,2015-01-02-0557-47M.COL___277,ANTIOQUIA,URAMITA,0.6,3,7.2,10.1,153
01/02/2015 12:00:00 AM,06:22:54,L ,5.876,-72.441999999999993,0,1.6,NA, RSN,7,02-0622-54L.S201501,2015-01-02-0617-47M.COL___277,BOYACA,PISVA,0.6,7.9,7.1,10.7,213
01/02/2015 12:00:00 AM,06:51:01,L ,6.795,-73.152000000000001,140.69999999999999,1.6,NA, RSN,9,02-0651-01L.S201501,2015-01-02-0647-48M.COL___277,SANTANDER,LOS SANTOS,0.6,4.3,8.199999999999999,8.9,182
01/02/2015 12:00:00 AM,06:58:02,L ,0.827,-78.004999999999995,4,1.3,NA, RSN,7,02-0658-02L.S201501,2015-01-02-0647-48M.COL___277,NARINO,CUMBAL,0.8,12.2,10.7,12.7,158
01/02/2015 12:00:00 AM,07:02:26,L ,8.926,-77.819000000000003,77.3,2.1,NA, RSN,5,02-0702-26L.S201501,2015-01-02-0657-45M.COL___277,CHOCO,ACANDI,0.5,18.8,4.2,8.699999999999999,208
01/02/2015 12:00:00 AM,07:40:07,L ,5.605,-77.597999999999999,18.7,1.6,NA, RSN,6,02-0740-07L.S201501,2015-01-02-0737-47M.COL___277,CHOCO,NUQUI,0.5,3,10,7.3,206
01/02/2015 12:00:00 AM,07:44:07,L ,5.718,-74.025999999999996,101.2,1.2,NA, RSN,8,02-0744-07L.S201501,2015-01-02-0737-47M.COL___277,BOYACA,PAUNA,0.5,3.9,4.5,8.5,121
01/02/2015 12:00:00 AM,08:50:17,L ,5.797,-76.036000000000001,71.3,1.4,NA, RSN,4,02-0850-17L.S201501,2015-01-02-0847-43M.COL___277,ANTIOQUIA,CIUDAD BOLIVAR,0.2,4,4,5.8,184
01/02/2015 12:00:00 AM,09:06:46,L ,8.108,-75.808999999999997,26.7,1.1,NA, RSN,5,02-0906-46L.S201501,2015-01-02-0857-45M.COL___277,CORDOBA,PUERTO LIBERTADOR,0.6,3.6,6.8,7.1,172
01/02/2015 12:00:00 AM,09:25:30,L ,5.917,-72.444999999999993,2.9,1.5,NA, RSN,7,02-0925-30L.S201501,2015-01-02-0917-45M.COL___277,BOYACA,PISVA,0.6,5,6.2,9.199999999999999,174
01/02/2015 12:00:00 AM,09:26:31,L ,6.725,-73.105000000000004,142,1.2,NA, RSN,4,02-0926-31L.S201501,2015-01-02-0917-45M.COL___277,SANTANDER,JORDAN,0.5,9.699999999999999,10.4,11.1,268
01/02/2015 12:00:00 AM,09:49:30,L ,6.839,-73.179000000000002,138.69999999999999,2.7,NA, RSN,29,02-0949-30L.S201501,2015-01-02-0947-48M.COL___277,SANTANDER,ZAPATOCA,0.6,4.1,4.8,8.5,52
01/02/2015 12:00:00 AM,10:12:07,L ,10.619,-72.816999999999993,46,2.4,NA, RSN,5,02-1012-07L.S201501,2015-01-02-1008-19M.COL___280,LA GUAJIRA,EL MOLINO,0.4,5,7,15.7,201
01/02/2015 12:00:00 AM,10:21:37,L ,6.784,-73.150000000000006,148.5,1.8,NA, RSN,10,02-1021-37L.S201501,2015-01-02-1018-18M.COL___280,SANTANDER,LOS SANTOS,0.5,3.7,5.7,6.4,200
01/12/2015 12:00:00 AM,20:54:27,L ,3.859,-71.39,4.3,2.5,NA, RSN,5,12-2054-27L.S201501,2015-01-12-2047-49M.COL___259,META,PUERTO GAITAN,0.2,3.2,4.5,4,289
01/02/2015 12:00:00 AM,10:23:38,L ,7.157,-75.096000000000004,20.5,1.6,NA, RSN,6,02-1023-38L.S201501,2015-01-02-1018-18M.COL___280,ANTIOQUIA,ANORI,0.3,2.4,2.3,2.5,190
01/02/2015 12:00:00 AM,10:31:24,L ,7.175,-76.959999999999994,16.7,1.7,NA, RSN,4,02-1031-25L.S201501,2015-01-02-1028-19M.COL___280,ANTIOQUIA,MURINDO,0.1,12.4,1.4,7.5,166
01/02/2015 12:00:00 AM,10:57:38,L ,7.181,-77.102000000000004,23.6,1.8,NA, RSN,5,02-1057-38L.S201501,2015-01-02-1055-48M.COL___280,CHOCO,RIOSUCIO,0.4,11.9,2.1,9.800000000000001,193
01/02/2015 12:00:00 AM,11:23:17,L ,6.917,-76.284999999999997,12.8,1.6,NA, RSN,4,02-1123-17L.S201501,2015-01-02-1118-19M.COL___280,ANTIOQUIA,DABEIBA,0.3,4.5,10.8,4.6,263
01/02/2015 12:00:00 AM,11:24:17,L ,7.657,-73.134,143.19999999999999,1.7,NA, RSN,6,02-1124-17L.S201501,2015-01-02-1118-19M.COL___280,NORTE DE SANTANDER,CACHIRA,0.5,5,5.8,8.6,144
01/02/2015 12:00:00 AM,11:54:01,L ,5.623,-73.796999999999997,132.19999999999999,1.2,NA, RSN,4,02-1154-01L.S201501,2015-01-02-1148-20M.COL___280,BOYACA,CHIQUINQUIRA,0.2,2.7,4.9,6.7,206
01/02/2015 12:00:00 AM,11:56:09,L ,6.539,-73.174000000000007,138.80000000000001,1.4,NA, RSN,4,02-1156-09L.S201501,2015-01-02-1148-20M.COL___280,SANTANDER,PINCHOTE,0.4,12.8,8.1,8.4,279
01/02/2015 12:00:00 AM,12:43:43,L ,6.809,-73.173000000000002,150.6,1.7,NA, RSN,8,02-1243-43L.S201501,2015-01-02-1238-15M.COL___280,SANTANDER,LOS SANTOS,0.4,3.5,5.6,6.2,199
01/02/2015 12:00:00 AM,13:24:19,L ,6.773,-73.227000000000004,142.1,1.6,NA, RSN,5,02-1324-19L.S201501,2015-01-02-1318-17M.COL___280,SANTANDER,ZAPATOCA,0.5,6.8,7.7,12.2,189
01/02/2015 12:00:00 AM,13:50:55,L ,6.165,-73.298000000000002,155.4,2.4,NA, RSN,16,02-1350-55L.S201501,2015-01-02-1348-18M.COL___280,SANTANDER,OIBA,0.5,3.4,3.7,5.5,115
01/02/2015 12:00:00 AM,14:13:07,L ,6.778,-73.171999999999997,150.4,1.5,NA, RSN,5,02-1413-07L.S201501,2015-01-02-1408-18M.COL___280,SANTANDER,LOS SANTOS,0.4,7.6,8.4,10.199999999999999,207
01/02/2015 12:00:00 AM,14:19:36,L ,6.992,-76.126999999999995,0,1.6,NA, RSN,6,02-1419-36L.S201501,2015-01-02-1418-16M.COL___280,ANTIOQUIA,URAMITA,0.5,3.4,6.2,10.9,113
01/02/2015 12:00:00 AM,14:24:33,L ,4.532,-76.649000000000001,0,1.9,NA, RSN,6,02-1424-33L.S201501,2015-01-02-1418-16M.COL___280,CHOCO,SIPI,0.3,2.4,2.4,5.3,172
01/02/2015 12:00:00 AM,14:39:20,L ,6.783,-73.137,147.30000000000001,2.1,NA, RSN,9,02-1439-20L.S201501,2015-01-02-1438-18M.COL___277,SANTANDER,LOS SANTOS,0.5,4.2,5.9,6.9,201
01/02/2015 12:00:00 AM,15:06:10,L ,6.826,-73.150999999999996,144.30000000000001,3.2,3.5, RSN,25,02-1506-10L.S201501,2015-01-02-1458-16M.COL___280,SANTANDER,LOS SANTOS,0.5,2.3,2.8,4.5,70
01/02/2015 12:00:00 AM,18:13:04,L ,7.435,-73.132000000000005,159.80000000000001,1.8,NA, RSN,4,02-1813-04L.S201501,2015-01-02-1808-15M.COL___280,SANTANDER,EL PLAYON,0.1,5.9,4.1,5,271
01/02/2015 12:00:00 AM,19:06:51,L ,2.478,-75.569999999999993,0,1.8,NA, RSN,4,02-1906-51L.S201501,2015-01-02-1858-18M.COL___280,HUILA,GIGANTE,0.1,0.9,1.3,2.8,152
01/02/2015 12:00:00 AM,20:08:39,L ,7.301,-78.231999999999999,7.4,3.1,3.6, RSN,17,02-2008-39L.S201501,2015-01-02-2007-44M.COL___280,CHOCO,JURADO,0.5,2.5,2.6,3.7,133
01/02/2015 12:00:00 AM,20:19:09,L ,6.643,-73.388999999999996,126.4,2,NA, RSN,14,02-2019-09L.S201501,2015-01-02-2017-44M.COL___280,SANTANDER,GALAN,0.4,2.6,2.7,5.2,54
01/02/2015 12:00:00 AM,21:01:52,L ,6.874,-73.364000000000004,121.6,1.9,NA, RSN,9,02-2101-52L.S201501,2015-01-02-2057-48M.COL___280,SANTANDER,SAN VICENTE DE CHUCURI,0.3,2.6,3.7,6.9,145
01/02/2015 12:00:00 AM,21:24:28,L ,6.752,-73.186999999999998,150,1.9,NA, RSN,10,02-2124-28L.S201501,2015-01-02-2117-48M.COL___280,SANTANDER,VILLANUEVA,0.4,3.1,4.1,5,196
01/02/2015 12:00:00 AM,23:43:21,L ,6.826,-73.135000000000005,147,1.9,NA, RSN,14,02-2343-21L.S201501,2015-01-02-2337-47M.COL___277,SANTANDER,LOS SANTOS,0.4,2.6,3.5,5.4,137
01/03/2015 12:00:00 AM,00:34:14,L ,3.726,-74.186999999999998,2.7,2.1,NA, RSN,16,03-0034-14L.S201501,2015-01-03-0027-50M.COL___277,META,LEJANIAS,0.7,3.7,3.3,5.7,53
01/03/2015 12:00:00 AM,00:43:01,L ,3.718,-74.176000000000002,13.4,1.7,NA, RSN,8,03-0043-01L.S201501,2015-01-03-0037-47M.COL___277,META,LEJANIAS,0.6,3.8,3.4,6.3,117
01/03/2015 12:00:00 AM,01:54:22,L ,6.811,-73.149000000000001,142.1,2.1,NA, RSN,19,03-0154-22L.S201501,2015-01-03-0147-48M.COL___277,SANTANDER,LOS SANTOS,0.7,4.6,5.2,8.9,71
01/03/2015 12:00:00 AM,02:25:53,L ,6.144,-73.706999999999994,109.1,1.8,NA, RSN,11,03-0225-53L.S201501,2015-01-03-0217-43M.COL___277,SANTANDER,CHIPATA,0.5,3.5,3.8,8,69
01/03/2015 12:00:00 AM,03:02:17,L ,6.893,-76.165999999999997,0,1.7,NA, RSN,6,03-0302-17L.S201501,2015-01-03-0257-43M.COL___277,ANTIOQUIA,URAMITA,0.3,1.9,5.4,6.5,169
01/03/2015 12:00:00 AM,03:42:08,L ,6.798,-73.135000000000005,142.69999999999999,1.8,NA, RSN,12,03-0342-08L.S201501,2015-01-03-0337-48M.COL___277,SANTANDER,LOS SANTOS,0.6,4.3,4.8,8.5,72
01/03/2015 12:00:00 AM,03:51:53,L ,8.866,-72.884,167.6,2.1,NA, RSN,9,03-0351-53L.S201501,2015-01-03-0347-44M.COL___277,NORTE DE SANTANDER,TIBU,0.8,5.2,10.4,12.2,187
01/03/2015 12:00:00 AM,04:16:00,L ,6.87,-73.344999999999999,127.2,1.4,NA, RSN,6,03-0416-00L.S201501,2015-01-03-0407-48M.COL___277,SANTANDER,SAN VICENTE DE CHUCURI,0.4,3.7,8.1,7,149
01/03/2015 12:00:00 AM,04:21:06,L ,8.364000000000001,-77.021000000000001,44.4,2,NA, RSN,4,03-0421-06L.S201501,2015-01-03-0417-35M.COL___277,ANTIOQUIA,NECOCLI,0.5,6.1,3.8,16.2,132
01/03/2015 12:00:00 AM,05:18:44,L ,6.79,-73.128,144.19999999999999,1.6,NA, RSN,8,03-0518-44L.S201501,2015-01-03-0517-45M.COL___277,SANTANDER,LOS SANTOS,0.3,3.1,3.7,5.4,112
01/03/2015 12:00:00 AM,05:22:35,L ,1.939,-75.965999999999994,9.5,1.8,NA, RSN,7,03-0522-35L.S201501,2015-01-03-0517-45M.COL___277,HUILA,TIMANA,0.3,1.9,1.4,5.3,76
01/03/2015 12:00:00 AM,05:29:58,L ,6.912,-76.23,0,1.1,NA, RSN,6,03-0529-58L.S201501,2015-01-03-0527-49M.COL___277,ANTIOQUIA,URAMITA,0.4,2.8,8.4,6.9,203
01/03/2015 12:00:00 AM,05:33:56,L ,6.779,-73.180999999999997,147.80000000000001,1.1,NA, RSN,5,03-0533-56L.S201501,2015-01-03-0527-49M.COL___277,SANTANDER,LOS SANTOS,0.4,5.8,6,7.7,232
01/03/2015 12:00:00 AM,07:20:42,L ,6.821,-73.132999999999996,142.19999999999999,2,NA, RSN,17,03-0720-42L.S201501,2015-01-03-0717-37M.COL___274,SANTANDER,LOS SANTOS,0.5,2.9,3.3,5.6,113
